quick_sort_middle, a, 10, 2.6e-05
quick_sort_middle, a, 50, 0.000124
quick_sort_middle, a, 100, 0.000386
quick_sort_middle, a, 500, 0.0029
quick_sort_middle, a, 1000, 0.006069
quick_sort_middle, a, 5000, 0.033522
quick_sort_middle, a, 10000, 0.066086
quick_sort_middle, a, 50000, 0.335818
quick_sort_middle, a, 100000, 0.674
quick_sort_middle, a, 500000, 3.526989
quick_sort_middle, v, 10, 2.8e-05
quick_sort_middle, v, 50, 0.000141
quick_sort_middle, v, 100, 0.000413
quick_sort_middle, v, 500, 0.002407
quick_sort_middle, v, 1000, 0.004629
quick_sort_middle, v, 5000, 0.032826
quick_sort_middle, v, 10000, 0.064784
quick_sort_middle, v, 50000, 0.329696
quick_sort_middle, v, 100000, 0.667143
quick_sort_middle, v, 500000, 3.41344
quick_sort_middle, g, 10, 2.9e-05
quick_sort_middle, g, 50, 8.6e-05
quick_sort_middle, g, 100, 0.000162
quick_sort_middle, g, 500, 0.000575
quick_sort_middle, g, 1000, 0.000961
quick_sort_middle, g, 5000, 0.003964
quick_sort_middle, g, 10000, 0.007686
quick_sort_middle, g, 50000, 0.037109
quick_sort_middle, g, 100000, 0.073745
quick_sort_middle, g, 500000, 0.374961
quick_sort_middle, l, 10, 2.9e-05
quick_sort_middle, l, 50, 8.2e-05
quick_sort_middle, l, 100, 0.000154
quick_sort_middle, l, 500, 0.000559
quick_sort_middle, l, 1000, 0.000956
quick_sort_middle, l, 5000, 0.003971
quick_sort_middle, l, 10000, 0.007715
quick_sort_middle, l, 50000, 0.037092
quick_sort_middle, l, 100000, 0.074068
quick_sort_middle, l, 500000, 0.37465
quick_sort_middle, c, 10, 1.7e-05
quick_sort_middle, c, 50, 1.4e-05
quick_sort_middle, c, 100, 2.2e-05
quick_sort_middle, c, 500, 7.2e-05
quick_sort_middle, c, 1000, 0.000132
quick_sort_middle, c, 5000, 0.000623
quick_sort_middle, c, 10000, 0.001411
quick_sort_middle, c, 50000, 0.00607
quick_sort_middle, c, 100000, 0.012048
quick_sort_middle, c, 500000, 0.064578
quick_sort_middle, r, 10, 3.3e-05
quick_sort_middle, r, 50, 0.000102
quick_sort_middle, r, 100, 0.000168
quick_sort_middle, r, 500, 0.000762
quick_sort_middle, r, 1000, 0.001223
quick_sort_middle, r, 5000, 0.005476
quick_sort_middle, r, 10000, 0.010187
quick_sort_middle, r, 50000, 0.047704
quick_sort_middle, r, 100000, 0.10745
quick_sort_middle, r, 500000, 0.527624
