quick_sort_random, a, 10, 2.9e-05
quick_sort_random, a, 50, 0.000145
quick_sort_random, a, 100, 0.000387
quick_sort_random, a, 500, 0.00341
quick_sort_random, a, 1000, 0.006929
quick_sort_random, a, 5000, 0.03294
quick_sort_random, a, 10000, 0.065018
quick_sort_random, a, 50000, 0.328297
quick_sort_random, a, 100000, 0.663817
quick_sort_random, a, 500000, 3.413533
quick_sort_random, v, 10, 3.1e-05
quick_sort_random, v, 50, 0.000155
quick_sort_random, v, 100, 0.00042
quick_sort_random, v, 500, 0.003183
quick_sort_random, v, 1000, 0.006884
quick_sort_random, v, 5000, 0.032223
quick_sort_random, v, 10000, 0.06548
quick_sort_random, v, 50000, 0.33477
quick_sort_random, v, 100000, 0.676035
quick_sort_random, v, 500000, 3.526563
quick_sort_random, g, 10, 3.4e-05
quick_sort_random, g, 50, 0.000247
quick_sort_random, g, 100, 0.000523
quick_sort_random, g, 500, 0.003521
quick_sort_random, g, 1000, 0.006721
quick_sort_random, g, 5000, 0.033075
quick_sort_random, g, 10000, 0.06622
quick_sort_random, g, 50000, 0.334365
quick_sort_random, g, 100000, 0.674566
quick_sort_random, g, 500000, 3.54478
quick_sort_random, l, 10, 3.9e-05
quick_sort_random, l, 50, 0.000229
quick_sort_random, l, 100, 0.000545
quick_sort_random, l, 500, 0.003606
quick_sort_random, l, 1000, 0.006777
quick_sort_random, l, 5000, 0.033633
quick_sort_random, l, 10000, 0.064587
quick_sort_random, l, 50000, 0.331335
quick_sort_random, l, 100000, 0.667673
quick_sort_random, l, 500000, 3.412062
quick_sort_random, c, 10, 1.6e-05
quick_sort_random, c, 50, 1.4e-05
quick_sort_random, c, 100, 2.1e-05
quick_sort_random, c, 500, 7.1e-05
quick_sort_random, c, 1000, 0.000132
quick_sort_random, c, 5000, 0.000616
quick_sort_random, c, 10000, 0.001215
quick_sort_random, c, 50000, 0.006056
quick_sort_random, c, 100000, 0.012546
quick_sort_random, c, 500000, 0.070258
quick_sort_random, r, 10, 3.2e-05
quick_sort_random, r, 50, 9.3e-05
quick_sort_random, r, 100, 0.000174
quick_sort_random, r, 500, 0.000677
quick_sort_random, r, 1000, 0.001143
quick_sort_random, r, 5000, 0.005443
quick_sort_random, r, 10000, 0.01045
quick_sort_random, r, 50000, 0.050068
quick_sort_random, r, 100000, 0.106883
quick_sort_random, r, 500000, 0.478205
