quick_sort_left, a, 10, 2.7e-05
quick_sort_left, a, 50, 0.000185
quick_sort_left, a, 100, 0.000375
quick_sort_left, a, 500, 0.003556
quick_sort_left, a, 1000, 0.007042
quick_sort_left, a, 5000, 0.033329
quick_sort_left, a, 10000, 0.064796
quick_sort_left, a, 50000, 0.335568
quick_sort_left, a, 100000, 0.669643
quick_sort_left, a, 500000, 3.403095
quick_sort_left, v, 10, 3.6e-05
quick_sort_left, v, 50, 0.00016
quick_sort_left, v, 100, 0.000368
quick_sort_left, v, 500, 0.00322
quick_sort_left, v, 1000, 0.006848
quick_sort_left, v, 5000, 0.032791
quick_sort_left, v, 10000, 0.065068
quick_sort_left, v, 50000, 0.337539
quick_sort_left, v, 100000, 0.675411
quick_sort_left, v, 500000, 3.518624
quick_sort_left, g, 10, 4.2e-05
quick_sort_left, g, 50, 0.000239
quick_sort_left, g, 100, 0.000552
quick_sort_left, g, 500, 0.003521
quick_sort_left, g, 1000, 0.006727
quick_sort_left, g, 5000, 0.032892
quick_sort_left, g, 10000, 0.06443
quick_sort_left, g, 50000, 0.33694
quick_sort_left, g, 100000, 0.667113
quick_sort_left, g, 500000, 3.395726
quick_sort_left, l, 10, 4.4e-05
quick_sort_left, l, 50, 0.00021
quick_sort_left, l, 100, 0.000544
quick_sort_left, l, 500, 0.003575
quick_sort_left, l, 1000, 0.006815
quick_sort_left, l, 5000, 0.033026
quick_sort_left, l, 10000, 0.065525
quick_sort_left, l, 50000, 0.337465
quick_sort_left, l, 100000, 0.675501
quick_sort_left, l, 500000, 3.488044
quick_sort_left, c, 10, 1.9e-05
quick_sort_left, c, 50, 1.3e-05
quick_sort_left, c, 100, 2.1e-05
quick_sort_left, c, 500, 6.9e-05
quick_sort_left, c, 1000, 0.000128
quick_sort_left, c, 5000, 0.000626
quick_sort_left, c, 10000, 0.001211
quick_sort_left, c, 50000, 0.006028
quick_sort_left, c, 100000, 0.012174
quick_sort_left, c, 500000, 0.066741
quick_sort_left, r, 10, 2.7e-05
quick_sort_left, r, 50, 9.6e-05
quick_sort_left, r, 100, 0.000179
quick_sort_left, r, 500, 0.00069
quick_sort_left, r, 1000, 0.001413
quick_sort_left, r, 5000, 0.005063
quick_sort_left, r, 10000, 0.011457
quick_sort_left, r, 50000, 0.047546
quick_sort_left, r, 100000, 0.096465
quick_sort_left, r, 500000, 0.475236
